id,last_step,country,gender,age,created_at
145855,completed_profile,Bosnia and Herzegovina,man,21-25,2021-01-01T16:32:30.61
145856,is_under_18,Venezuela,woman,under-18,2021-01-01T16:33:38.657
145857,submitted_program_schedule,Turkey,man,21-25,2021-01-01T16:35:57.838
145858,unlocked_challenges,Uzbekistan,man,18-20,2021-01-01T16:39:19.67
145859,completed_profile,Azerbaijan,man,21-25,2021-01-01T16:43:55.792
145860,completed_profile,Albania,man,21-25,2021-01-01T16:46:52.129
145861,completed_profile,Panama,man,21-25,2021-01-01T16:47:06.623
145862,completed_profile,Turkey,man,21-25,2021-01-01T16:58:03.664
145863,completed_profile,Uzbekistan,man,21-25,2021-01-01T16:58:32.262
145864,submitted_equipment,Croatia,man,21-25,2021-01-01T16:59:20.339
145865,is_under_18,Honduras,man,under-18,2021-01-01T16:59:58.156
145866,submitted_equipment,Bangladesh,man,18-20,2021-01-01T17:01:07.322
145867,submitted_program_schedule,Azerbaijan,woman,31-35,2021-01-01T17:12:21.859
145868,completed_profile,Mexico,man,18-20,2021-01-01T17:14:13.068
145869,completed_profile,Argentina,man,26-30,2021-01-01T17:14:49.632
145870,submitted_equipment,Venezuela,man,26-30,2021-01-01T17:16:53.44
145871,completed_profile,Iraq,woman,18-20,2021-01-01T17:17:34.918
145872,submitted_personal_info,Uzbekistan,man,21-25,2021-01-01T17:18:39.134
145873,submitted_equipment,Albania,woman,21-25,2021-01-01T17:23:38.782
145874,completed_profile,Kazakhstan,man,21-25,2021-01-01T17:24:51.265
145875,completed_profile,Kazakhstan,man,21-25,2021-01-01T17:30:30.166
145876,submitted_equipment,El Salvador,man,21-25,2021-01-01T17:33:22.389
145877,unlocked_challenges,Jordan,man,18-20,2021-01-01T17:35:47.588
145878,no_time_commitment,Jamaica,woman,21-25,2021-01-01T17:37:03.064
145879,signed_up,,,,2021-01-01T17:37:54.702
145880,completed_profile,Haiti,man,21-25,2021-01-01T17:40:12.21
145881,submitted_personal_info,Lebanon,man,18-20,2021-01-01T17:47:40.868
145882,completed_profile,Azerbaijan,man,21-25,2021-01-01T17:49:27.369
145883,completed_profile,Uzbekistan,man,21-25,2021-01-01T17:50:46.314
145884,submitted_english_level,Afghanistan,man,21-25,2021-01-01T17:54:53.972
145885,submitted_program_schedule,Germany,woman,36-40,2021-01-01T17:55:48.659
145886,completed_profile,Nigeria,man,26-30,2021-01-01T18:05:19.799
145887,completed_profile,Uzbekistan,man,21-25,2021-01-01T18:05:44.549
145888,completed_profile,Nepal,man,21-25,2021-01-01T18:06:59.46
145889,completed_profile,Turkey,man,21-25,2021-01-01T18:08:19.168
145890,submitted_personal_info,Colombia,man,21-25,2021-01-01T18:09:07.868
145891,challenges_results_passed,Turkey,man,26-30,2021-01-01T18:10:45.062
145892,completed_profile,Turkey,man,21-25,2021-01-01T18:10:56.135
145893,completed_profile,Afghanistan,man,21-25,2021-01-01T18:15:58.494
145894,unlocked_challenges,Turkey,man,26-30,2021-01-01T18:23:54.944
145895,completed_profile,Turkey,man,31-35,2021-01-01T18:31:30.035
145896,challenges_results_passed,France,man,26-30,2021-01-01T18:32:06.646
145897,completed_profile,Trinidad and Tobago,man,18-20,2021-01-01T18:32:40.017
145898,is_under_18,Italy,man,under-18,2021-01-01T18:38:58.516
145899,submitted_english_level,Lebanon,man,18-20,2021-01-01T18:41:15.12
145900,completed_profile,Serbia,woman,26-30,2021-01-01T18:46:16.946
145901,submitted_equipment,Argentina,man,26-30,2021-01-01T18:50:17.178
145902,completed_profile,Greece,man,18-20,2021-01-01T19:01:03.159
145903,completed_profile,Romania,man,26-30,2021-01-01T19:05:28.731
145904,completed_profile,Afghanistan,man,21-25,2021-01-01T19:07:16.675
145905,submitted_professional_info,Turkey,man,21-25,2021-01-01T19:19:51.94
145906,completed_profile,Kosovo,not_answer,21-25,2021-01-01T19:21:04.937
145907,submitted_personal_info,Romania,man,21-25,2021-01-01T19:22:48.253
145908,is_under_18,Trinidad and Tobago,woman,under-18,2021-01-01T19:26:50.248
145909,completed_profile,Russia,woman,26-30,2021-01-01T19:28:17.881
145910,submitted_program_schedule,Romania,man,21-25,2021-01-01T19:30:36.317
145911,unlocked_challenges,Russia,man,21-25,2021-01-01T19:30:57.176
145912,is_under_18,Belgium,man,under-18,2021-01-01T19:31:37.967
145913,completed_profile,Lebanon,woman,18-20,2021-01-01T19:41:44.707
145914,completed_profile,Lebanon,man,18-20,2021-01-01T19:43:38.673
145915,completed_challenges,Moldova,man,18-20,2021-01-01T19:44:31.326
145916,completed_profile,El Salvador,man,26-30,2021-01-01T19:46:05.59
145917,completed_profile,Lebanon,man,21-25,2021-01-01T19:48:56.332
145918,completed_profile,Venezuela,woman,26-30,2021-01-01T19:57:37.707
145919,completed_profile,Albania,woman,18-20,2021-01-01T19:58:24.892
145920,submitted_professional_info,Nigeria,woman,26-30,2021-01-01T20:01:12.054
145921,completed_profile,Ukraine,woman,21-25,2021-01-01T20:01:14.133
145922,completed_profile,Colombia,woman,21-25,2021-01-01T20:06:01.474
145923,completed_profile,Turkey,man,21-25,2021-01-01T20:07:52.833
145924,completed_profile,Lebanon,man,21-25,2021-01-01T20:27:58.132
145925,completed_profile,Ukraine,man,18-20,2021-01-01T20:43:24.749
145926,submitted_professional_info,Argentina,man,18-20,2021-01-01T20:46:15.345
145927,submitted_financial_support,Turkey,man,31-35,2021-01-01T20:50:45.305
145928,submitted_equipment,Haiti,man,21-25,2021-01-01T20:53:23.626
145929,completed_profile,Argentina,man,18-20,2021-01-01T20:55:25.744
145930,completed_profile,Germany,man,26-30,2021-01-01T21:07:37.263
145931,low_programming_experience,Jamaica,woman,21-25,2021-01-01T21:11:20.889
145932,completed_profile,Ukraine,man,18-20,2021-01-01T21:13:17.776
145933,completed_profile,Germany,man,18-20,2021-01-01T21:15:37.195
145934,completed_profile,Turkey,woman,21-25,2021-01-01T21:19:15.586
145935,challenges_results_passed,Turkey,man,21-25,2021-01-01T21:25:21.795
145936,completed_profile,Moldova,man,26-30,2021-01-01T21:25:42.141
145937,submitted_personal_info,Iraq,man,21-25,2021-01-01T21:30:54.665
145938,completed_profile,Lebanon,man,21-25,2021-01-01T21:34:52.254
145939,completed_profile,Argentina,trans_man,21-25,2021-01-01T21:35:24.359
145940,unlocked_challenges,Jamaica,woman,26-30,2021-01-01T21:40:12.75
145941,completed_challenges,Turkey,man,18-20,2021-01-01T21:49:36.257
145942,completed_profile,Belarus,woman,26-30,2021-01-01T21:49:38.282
145943,unlocked_challenges,Azerbaijan,man,21-25,2021-01-01T21:51:24.563
145944,completed_profile,Lebanon,man,21-25,2021-01-01T21:56:40.813
145945,completed_profile,Nigeria,man,21-25,2021-01-01T22:00:57.048
145946,submitted_program_schedule,Argentina,man,21-25,2021-01-01T22:05:41.855
145947,completed_profile,Kenya,man,31-35,2021-01-01T22:06:36.217
145948,completed_profile,Romania,man,21-25,2021-01-01T22:06:45.721
145949,signed_up,,,,2021-01-01T22:16:54.536
145950,completed_profile,Peru,man,21-25,2021-01-01T22:18:25.474
145951,submitted_personal_info,Palestine,man,26-30,2021-01-01T22:25:58.631
145952,signed_up,,,,2021-01-01T22:32:04.927
145953,completed_profile,Turkey,man,26-30,2021-01-01T22:40:09.453
145954,completed_profile,Ukraine,not_answer,26-30,2021-01-01T22:40:16.229
145955,completed_profile,Poland,man,18-20,2021-01-01T22:41:40.245
145956,completed_challenges,Ukraine,not_answer,26-30,2021-01-01T22:45:10.936
145957,unlocked_challenges,Ukraine,man,21-25,2021-01-01T22:52:13.682
145958,completed_profile,Mexico,man,31-35,2021-01-01T22:52:28.23
145959,no_time_commitment,Brazil,woman,26-30,2021-01-01T22:54:51.812
145960,completed_profile,Lebanon,man,26-30,2021-01-01T23:00:57.056
145961,submitted_check_in_form,Afghanistan,man,21-25,2021-01-01T23:01:59.243
145962,submitted_programming_experience,Brazil,man,18-20,2021-01-01T23:02:02.124
145963,completed_profile,Jamaica,woman,26-30,2021-01-01T23:02:42.996
145964,completed_profile,Romania,man,18-20,2021-01-01T23:04:38.947
145965,signed_up,,,,2021-01-01T23:17:20.74
145966,completed_profile,Nigeria,man,21-25,2021-01-01T23:27:22.043
145967,completed_profile,Brazil,man,21-25,2021-01-01T23:28:23.812
145968,completed_profile,Uzbekistan,woman,18-20,2021-01-01T23:34:08.455
145969,submitted_programming_experience,Trinidad and Tobago,woman,21-25,2021-01-01T23:35:57.54
145970,is_under_18,Argentina,man,under-18,2021-01-01T23:53:19.451
145971,completed_profile,Germany,man,18-20,2021-01-01T23:55:08.072
145972,completed_profile,Turkey,man,21-25,2021-01-02T00:40:01.261
145973,submitted_programming_experience,Czech Republic,man,18-20,2021-01-02T00:42:51.082
145974,completed_profile,United Arab Emirates,woman,26-30,2021-01-02T00:44:53.983
145975,completed_profile,Jamaica,woman,26-30,2021-01-02T00:48:29.789
145976,completed_profile,Turkey,man,21-25,2021-01-02T00:58:17.874
145977,completed_profile,Poland,man,26-30,2021-01-02T01:09:25.505
145978,completed_profile,Argentina,woman,21-25,2021-01-02T01:13:17.302
145979,submitted_english_level,Chile,man,21-25,2021-01-02T01:14:48.174
145980,submitted_programming_experience,Croatia,man,18-20,2021-01-02T01:38:19.626
145981,submitted_equipment,Nicaragua,woman,21-25,2021-01-02T01:42:18.678
145982,submitted_programming_experience,Venezuela,man,21-25,2021-01-02T02:20:15.407
145983,signed_up,,,,2021-01-02T02:35:18.156
145984,is_under_18,Argentina,woman,under-18,2021-01-02T02:35:42.441
145985,challenges_results_passed,Colombia,man,21-25,2021-01-02T02:38:22.778
145986,completed_profile,Guatemala,man,21-25,2021-01-02T03:05:40.806
145987,submitted_financial_support,Argentina,man,26-30,2021-01-02T03:06:36.168
145988,completed_profile,United Arab Emirates,man,26-30,2021-01-02T03:23:47.485
145989,submitted_english_level,Dominican Republic,man,26-30,2021-01-02T03:24:53.183
145990,submitted_program_schedule,Costa Rica,woman,21-25,2021-01-02T03:33:00.855
145991,unlocked_challenges,Kazakhstan,man,21-25,2021-01-02T03:33:11.143
145992,unlocked_challenges,Panama,man,26-30,2021-01-02T03:59:44.412
145993,completed_profile,Lebanon,man,21-25,2021-01-02T04:23:36.881
145994,submitted_program_schedule,Mexico,man,18-20,2021-01-02T04:36:12.817
145995,completed_profile,Mexico,man,18-20,2021-01-02T04:39:46.706
145996,unlocked_challenges,Costa Rica,woman,21-25,2021-01-02T04:58:38.011
145997,submitted_personal_info,United States,woman,18-20,2021-01-02T05:16:13.081
145998,completed_profile,Dominican Republic,man,18-20,2021-01-02T05:18:19.93
145999,submitted_equipment,Uzbekistan,woman,26-30,2021-01-02T05:18:44.614
146000,completed_profile,Guatemala,man,21-25,2021-01-02T05:19:20.263
146001,completed_profile,Afghanistan,man,21-25,2021-01-02T05:33:24.957
146002,completed_profile,China,woman,21-25,2021-01-02T05:37:46.26
146003,completed_profile,Uzbekistan,man,18-20,2021-01-02T05:51:28.54
146004,unlocked_challenges,Uzbekistan,man,21-25,2021-01-02T05:54:44.944
146005,completed_profile,Costa Rica,woman,21-25,2021-01-02T05:55:50.611
146006,completed_profile,Uzbekistan,man,21-25,2021-01-02T05:57:21.076
146007,submitted_equipment,Jordan,man,21-25,2021-01-02T05:58:23.619
146008,completed_profile,Ecuador,man,18-20,2021-01-02T06:01:19.365
146009,completed_profile,Ukraine,woman,26-30,2021-01-02T06:26:39.003
146010,completed_profile,Mexico,man,26-30,2021-01-02T06:59:01.434
146011,submitted_personal_info,Costa Rica,man,21-25,2021-01-02T06:59:12.872
146012,completed_profile,Turkey,man,21-25,2021-01-02T07:12:36.573
146013,submitted_program_schedule,Yemen,man,21-25,2021-01-02T08:10:45.126
146014,completed_profile,Russia,woman,21-25,2021-01-02T08:24:48.006
146015,is_under_18,Bosnia and Herzegovina,woman,under-18,2021-01-02T08:32:09.982
146016,signed_up,,,,2021-01-02T08:33:19.642
146017,is_under_18,Mexico,woman,under-18,2021-01-02T08:55:50.096
146018,unlocked_challenges,Turkey,man,21-25,2021-01-02T08:59:53.994
146019,submitted_financial_support,Russia,woman,21-25,2021-01-02T09:02:04.94
146020,completed_profile,Greece,man,21-25,2021-01-02T09:05:19.962
146021,completed_profile,Lebanon,man,21-25,2021-01-02T09:15:03.719
146022,submitted_personal_info,United Arab Emirates,man,18-20,2021-01-02T09:23:45.945
146023,completed_profile,Bosnia and Herzegovina,woman,26-30,2021-01-02T09:37:24.968
146024,completed_profile,Montenegro,man,21-25,2021-01-02T09:37:31.242
146025,completed_profile,Uzbekistan,man,21-25,2021-01-02T09:44:59.398
146026,submitted_personal_info,Lebanon,not_answer,26-30,2021-01-02T09:55:27.674
146027,submitted_program_schedule,Uzbekistan,man,26-30,2021-01-02T10:08:01.751
146028,completed_profile,Lebanon,man,18-20,2021-01-02T10:08:56.792
146029,submitted_program_schedule,Serbia,woman,26-30,2021-01-02T10:23:03.875
146030,completed_profile,Lebanon,man,21-25,2021-01-02T10:28:46.947
146031,completed_profile,Serbia,man,26-30,2021-01-02T10:38:17.967
146032,challenges_results_passed,Cote d Ivoire,man,21-25,2021-01-02T10:42:51.573
146033,unlocked_challenges,India,man,21-25,2021-01-02T10:51:41.118
146034,completed_profile,Turkey,man,26-30,2021-01-02T10:52:22.904
146035,completed_profile,Azerbaijan,man,21-25,2021-01-02T10:54:01.596
146036,completed_profile,Nigeria,man,26-30,2021-01-02T10:57:30.343
146037,completed_profile,Greece,man,21-25,2021-01-02T11:00:30.62
146038,unlocked_challenges,Turkey,man,21-25,2021-01-02T11:24:33.764
146039,completed_profile,Serbia,woman,26-30,2021-01-02T11:31:04.501
146040,completed_profile,Lebanon,man,18-20,2021-01-02T11:47:24.361
146041,completed_profile,Turkey,man,21-25,2021-01-02T11:57:11.634
146042,submitted_program_schedule,Kazakhstan,woman,26-30,2021-01-02T12:02:01.98
146043,submitted_personal_info,Greece,man,18-20,2021-01-02T12:02:45.266
146044,low_english_level,Hungary,trans_woman,26-30,2021-01-02T12:05:23.271
146045,submitted_equipment,Other,man,18-20,2021-01-02T12:08:49.289
146046,completed_profile,Russia,man,26-30,2021-01-02T12:11:34.831
146047,submitted_equipment,Argentina,man,18-20,2021-01-02T12:31:07.458
146048,completed_profile,Albania,woman,21-25,2021-01-02T12:34:16.001
146049,completed_profile,Venezuela,man,46-50,2021-01-02T12:40:23.535
146050,completed_profile,Bosnia and Herzegovina,man,26-30,2021-01-02T12:41:36.832
146051,completed_profile,Nigeria,man,36-40,2021-01-02T12:49:50.698
146052,unlocked_challenges,Germany,man,26-30,2021-01-02T12:54:22.478
146053,completed_profile,Panama,man,21-25,2021-01-02T13:00:55.526
146054,submitted_program_schedule,Ukraine,man,21-25,2021-01-02T13:03:30.095
146055,completed_profile,Uzbekistan,man,21-25,2021-01-02T13:13:58.368
146056,completed_profile,Romania,man,21-25,2021-01-02T13:19:19.296
146057,no_financial_support,Uzbekistan,man,21-25,2021-01-02T13:19:56.264
146058,submitted_equipment,Jamaica,man,21-25,2021-01-02T13:24:45.914
146059,challenges_results_passed,Benin,man,21-25,2021-01-02T13:27:58.545
146060,completed_profile,Czech Republic,man,26-30,2021-01-02T13:32:51.175
146061,submitted_equipment,Lebanon,man,21-25,2021-01-02T13:35:54.916
146062,completed_profile,Turkey,man,21-25,2021-01-02T13:41:53.107
146063,signed_up,,,,2021-01-02T13:45:20.466
146064,completed_profile,Kazakhstan,man,26-30,2021-01-02T13:46:10.351
146065,completed_profile,Nigeria,man,31-35,2021-01-02T13:50:36.092
146066,submitted_program_schedule,Jamaica,man,21-25,2021-01-02T13:53:21.916
146067,submitted_program_schedule,Jamaica,man,18-20,2021-01-02T13:53:48.912
146068,completed_profile,Kazakhstan,man,26-30,2021-01-02T14:01:25.672
146069,signed_up,,,,2021-01-02T14:02:44.209
146070,unlocked_challenges,Iraq,man,26-30,2021-01-02T14:03:06.995
146071,completed_profile,Nigeria,man,31-35,2021-01-02T14:07:09.762
146072,completed_profile,Germany,man,21-25,2021-01-02T14:16:51.489
146073,completed_profile,Jamaica,man,31-35,2021-01-02T14:36:23.938
146074,completed_profile,Slovakia,man,26-30,2021-01-02T14:41:23.591
146075,signed_up,,,,2021-01-02T14:43:00.842
146076,unlocked_challenges,Ghana,man,18-20,2021-01-02T14:43:51.831
146077,completed_profile,Russia,man,21-25,2021-01-02T14:44:00.476
146078,signed_up,,,,2021-01-02T14:44:15.798
146079,is_under_18,Dominican Republic,man,under-18,2021-01-02T14:45:03.283
146080,submitted_personal_info,Lebanon,woman,21-25,2021-01-02T14:48:42.43
146081,completed_profile,Afghanistan,man,21-25,2021-01-02T14:54:30.865
146082,challenges_results_practice,Saudi Arabia,man,21-25,2021-01-02T15:04:10.322
146083,completed_profile,Romania,woman,18-20,2021-01-02T15:08:53.885
146084,completed_profile,Poland,man,26-30,2021-01-02T15:11:05.124
146085,completed_profile,Aruba,woman,21-25,2021-01-02T15:11:43.984
146086,unlocked_challenges,Romania,man,21-25,2021-01-02T15:12:20.304
146087,challenges_results_practice,Uzbekistan,man,26-30,2021-01-02T15:14:12.788
146088,completed_profile,Colombia,man,21-25,2021-01-02T15:16:43.001
146089,submitted_check_in_form,Uzbekistan,man,18-20,2021-01-02T15:21:14.563
146090,completed_profile,Romania,man,18-20,2021-01-02T15:42:22.991
146091,completed_profile,Albania,woman,21-25,2021-01-02T15:43:46.899
146092,completed_profile,Haiti,man,21-25,2021-01-02T15:48:17.968
146093,submitted_english_level,Greece,man,31-35,2021-01-02T15:49:55.876
146094,completed_profile,Serbia,man,26-30,2021-01-02T15:53:16.401
146095,completed_profile,Brunei,man,36-40,2021-01-02T15:56:15.12
146096,submitted_check_in_form,Afghanistan,man,21-25,2021-01-02T15:57:56.241
146097,completed_profile,Serbia,man,21-25,2021-01-02T15:58:57.634
146098,unlocked_challenges,Uzbekistan,man,18-20,2021-01-02T16:01:05.75
146099,signed_up,,,,2021-01-02T16:02:59.815
146100,submitted_equipment,Ukraine,man,21-25,2021-01-02T16:03:25.173
146101,submitted_program_schedule,Bosnia and Herzegovina,man,21-25,2021-01-02T16:12:40.548
146102,completed_profile,Malta,man,21-25,2021-01-02T16:17:19.921
146103,submitted_english_level,Turkey,man,18-20,2021-01-02T16:20:40.918
146104,submitted_equipment,Dominican Republic,man,26-30,2021-01-02T16:21:27.292
146105,submitted_program_schedule,Haiti,man,26-30,2021-01-02T16:24:15.218
146106,completed_profile,India,man,21-25,2021-01-02T16:25:46.743
146107,completed_profile,Jamaica,man,21-25,2021-01-02T16:27:13.931
146108,completed_profile,Benin,man,21-25,2021-01-02T16:33:47.077
146109,completed_profile,Saudi Arabia,woman,31-35,2021-01-02T16:49:26.387
146110,unlocked_challenges,Argentina,man,26-30,2021-01-02T16:50:07.837
146111,signed_up,,,,2021-01-02T17:06:30.742
146112,no_time_commitment,India,woman,21-25,2021-01-02T17:07:23.945
146113,completed_profile,Jamaica,man,26-30,2021-01-02T17:09:45.61
146114,is_under_18,Jamaica,woman,under-18,2021-01-02T17:10:08.659
146115,challenges_results_practice,Germany,man,no-answer,2021-01-02T17:15:23.193
146116,completed_profile,Venezuela,man,21-25,2021-01-02T17:16:59.147
146117,completed_profile,Dominican Republic,man,21-25,2021-01-02T17:26:58.217
146118,signed_up,,,,2021-01-02T17:28:40.35
146119,signed_up,,,,2021-01-02T17:32:38.553
146120,completed_profile,Argentina,man,21-25,2021-01-02T17:39:20.331
146121,submitted_program_schedule,Croatia,man,31-35,2021-01-02T17:40:17.53
146122,submitted_program_schedule,Dominican Republic,man,26-30,2021-01-02T17:40:32.139
146123,completed_profile,Turkey,woman,21-25,2021-01-02T17:53:41.094
146124,no_time_commitment,Algeria,man,18-20,2021-01-02T18:05:20.545
146125,completed_profile,Other,man,18-20,2021-01-02T18:10:16.648
146126,is_under_18,Colombia,man,under-18,2021-01-02T18:12:26.541
146127,completed_profile,Haiti,man,21-25,2021-01-02T18:13:52.654
146128,completed_profile,Lebanon,man,21-25,2021-01-02T18:17:02.438
146129,completed_profile,Russia,man,21-25,2021-01-02T18:23:32.868
146130,submitted_program_schedule,Burkina Faso,not_answer,18-20,2021-01-02T18:30:18.888
146131,completed_profile,Uzbekistan,man,21-25,2021-01-02T18:32:56.453
146132,submitted_equipment,Dominican Republic,man,26-30,2021-01-02T18:44:38.16
146133,completed_profile,Dominican Republic,woman,18-20,2021-01-02T18:50:31.944
146134,completed_profile,Uzbekistan,man,21-25,2021-01-02T18:51:44.503
146135,submitted_program_schedule,Iraq,woman,21-25,2021-01-02T18:54:59.579
146136,completed_profile,Romania,man,18-20,2021-01-02T18:55:08.882
146137,submitted_programming_experience,Nigeria,man,31-35,2021-01-02T18:58:55.95
146138,completed_profile,Poland,man,18-20,2021-01-02T18:59:30.016
146139,submitted_equipment,Nigeria,woman,26-30,2021-01-02T19:03:11.463
146140,completed_profile,Germany,man,26-30,2021-01-02T19:08:43.331
146141,unlocked_challenges,Czech Republic,man,26-30,2021-01-02T19:16:20.369
146142,completed_challenges,Romania,woman,21-25,2021-01-02T19:18:34.573
146143,submitted_financial_support,Romania,woman,18-20,2021-01-02T19:23:12.845
146144,submitted_programming_experience,Iraq,woman,26-30,2021-01-02T19:23:35.319
146145,submitted_personal_info,Ecuador,man,18-20,2021-01-02T19:33:11.754
146146,completed_profile,Haiti,man,21-25,2021-01-02T19:35:57.169
146147,completed_profile,Albania,man,21-25,2021-01-02T19:57:59.894
146148,unlocked_challenges,Venezuela,man,26-30,2021-01-02T20:04:08.062
146149,completed_profile,Ukraine,man,26-30,2021-01-02T20:08:48.676
146150,completed_profile,Saudi Arabia,man,21-25,2021-01-02T20:14:42.942
146151,unlocked_challenges,Uzbekistan,man,21-25,2021-01-02T20:15:12.399
146152,is_under_18,United Arab Emirates,man,under-18,2021-01-02T20:18:02.526
146153,submitted_program_schedule,Trinidad and Tobago,woman,26-30,2021-01-02T20:21:30.065
146154,completed_profile,Albania,woman,21-25,2021-01-02T20:22:09.659
146155,completed_profile,Greece,man,21-25,2021-01-02T20:23:42.429
146156,unlocked_challenges,Bahrain,trans_woman,36-40,2021-01-02T20:46:30.477
146157,no_financial_support,Russia,man,18-20,2021-01-02T20:46:35.751
146158,submitted_financial_support,Venezuela,man,26-30,2021-01-02T20:48:28.251
146159,submitted_program_schedule,Honduras,man,18-20,2021-01-02T20:51:16.232
146160,completed_profile,Lebanon,man,21-25,2021-01-02T20:53:22.072
146161,submitted_programming_experience,Croatia,woman,21-25,2021-01-02T20:57:43.065
146162,completed_profile,France,woman,26-30,2021-01-02T20:59:09.361
146163,completed_profile,United Arab Emirates,man,21-25,2021-01-02T21:03:36.352
146164,completed_profile,Russia,man,26-30,2021-01-02T21:07:19.214
146165,completed_profile,Ecuador,man,18-20,2021-01-02T21:08:41.579
146166,completed_profile,Iraq,man,26-30,2021-01-02T21:14:55.158
146167,completed_profile,Ukraine,woman,21-25,2021-01-02T21:16:35.64
146168,completed_profile,Algeria,man,26-30,2021-01-02T21:16:37.882
146169,completed_profile,Dominican Republic,man,21-25,2021-01-02T21:20:37.942
146170,completed_profile,Serbia,man,26-30,2021-01-02T21:21:00.259
146171,low_english_level,Romania,man,21-25,2021-01-02T21:24:16.948
146172,completed_profile,Lebanon,man,18-20,2021-01-02T21:28:42.795
146173,completed_profile,Lebanon,woman,26-30,2021-01-02T21:29:45.557
146174,completed_profile,Ukraine,not_answer,26-30,2021-01-02T21:32:46.803
146175,completed_profile,Argentina,woman,26-30,2021-01-02T21:33:12.631
146176,completed_profile,Uzbekistan,man,21-25,2021-01-02T21:38:14.839
146177,completed_profile,Kosovo,man,18-20,2021-01-02T21:39:10.204
146178,completed_profile,Romania,man,21-25,2021-01-02T21:40:17.415
146179,submitted_program_schedule,Romania,man,18-20,2021-01-02T21:45:08.259
146180,completed_profile,Turkey,woman,21-25,2021-01-02T21:52:20.947
146181,completed_profile,Venezuela,man,18-20,2021-01-02T21:58:17.677
146182,submitted_personal_info,Jamaica,woman,26-30,2021-01-02T21:59:04.804
146183,completed_profile,Ukraine,man,26-30,2021-01-02T21:59:36.785
146184,submitted_equipment,Uzbekistan,man,21-25,2021-01-02T22:00:17.803
146185,submitted_program_schedule,Netherlands,man,31-35,2021-01-02T22:01:09.7
146186,completed_profile,Albania,man,18-20,2021-01-02T22:07:36.396
146187,signed_up,,,,2021-01-02T22:08:33.169
146188,completed_profile,Turkey,man,26-30,2021-01-02T22:13:58.031
146189,completed_profile,Poland,man,21-25,2021-01-02T22:16:15.503
146190,submitted_program_schedule,Canada,man,21-25,2021-01-02T22:17:09.685
146191,completed_profile,Venezuela,man,21-25,2021-01-02T22:19:41.323
146192,completed_profile,Czech Republic,other,18-20,2021-01-02T22:19:59.107
146193,submitted_equipment,Greece,man,26-30,2021-01-02T22:23:16.424
146194,completed_profile,Jamaica,woman,26-30,2021-01-02T22:26:48.04
146195,completed_profile,Venezuela,man,41-45,2021-01-02T22:27:22.582
